0,1,2,3,4,5,6,7,8,9
-0.39977944,-0.36968327,8.219219,21.913668,21.63684,3.398706,0.0012797616905690912,-0.0023978147226073874,0.027222110493901268,jazz
4.1063724,4.3867397,4.8777766,22.905384,22.60167,2.1647,0.025297487614101388,0.02577473187230742,0.014484159386682823,jazz
-10.525949,-10.868497,5.881651,23.768068,23.74551,2.5706546,-0.028099092742116947,-0.031587685211935085,0.018741527935570892,jazz
38.550545,39.44371,6.200233,41.905582,42.280037,3.7884774,0.05200870353808807,0.050590781702221733,0.02055268637736678,metal
31.102095,31.312534,4.473062,38.046997,38.365623,3.3810062,0.042698736574551525,0.0432244586177229,0.014895665887048845,metal
26.669893,26.689903,6.8005733,38.97964,38.76737,4.4250555,0.06777706707202989,0.06908494010608696,0.0203650611373677,metal
34.270508,34.43141,4.2114544,43.937576,43.8653,3.409226,0.05805570329752426,0.05709059151842574,0.012976233136015836,metal
29.750372,29.8698,5.839158,35.19137,35.4261,3.685146,0.033823953334362764,0.034712752169480846,0.012746327704150608,metal
26.771437,27.04417,6.9488773,38.37849,38.46079,4.361331,0.0649128385951836,0.06614767444752781,0.02315542552331491,metal
21.732931,21.460854,6.0913234,30.087963,29.85025,4.0831246,0.045851905819004495,0.04348016182182887,0.020930308579317422,metal
25.558893,25.261137,4.5153594,33.6761,33.55285,2.5276334,0.05185541098233721,0.05463104143334938,0.01818593409954533,metal
19.790201,20.222185,10.943352,26.516129,25.159672,6.2157197,0.039577344870593105,0.043081265376769456,0.02639516771361803,metal
40.491676,40.426613,3.6451979,48.60075,48.52511,3.101178,0.046038782440093184,0.04761911208485753,0.009622041193999573,metal
33.864994,33.709923,4.2046165,43.31444,43.150543,3.0923939,0.0563556015009145,0.05414477592888772,0.01774018002209584,metal
42.479813,42.821445,2.5834951,50.603962,50.856888,1.9958221,0.05226267844682719,0.0518959463971959,0.007560558326865768,metal
30.991022,31.015465,3.1708815,41.413536,41.308117,2.3842194,0.058763139989349025,0.058282913596502464,0.011226898580936609,metal
29.559578,29.960115,4.5939474,39.597218,39.877007,3.36926,0.04954651177711841,0.05192712638935678,0.011728784394358885,metal
22.301023,23.428677,7.623639,35.512733,35.634155,4.035431,0.06710502981987569,0.06905934748012621,0.02117061800453526,metal
31.336681,31.574013,4.3731933,40.75434,40.98292,3.3208692,0.04940920752206492,0.04702034521418777,0.01811589564109244,metal
45.96837,44.940315,5.4235363,53.42643,53.100014,3.1043222,0.050906916134620644,0.051859110583153345,0.011837413746264685,metal
29.549852,29.203869,4.217234,39.764347,39.558056,3.2770147,0.05136287744042827,0.05203934124803955,0.014299257840264236,metal
21.380365,22.181904,6.270289,40.708393,40.624187,1.7811664,0.08665950179698402,0.09173716411352537,0.017451852321241603,metal
27.315369,29.889648,9.938053,38.657276,39.800537,6.0133085,0.04654329689158705,0.04922352490822272,0.01829583199188859,metal
13.804353,14.929534,10.538253,28.309237,28.057402,5.534228,0.009992345578940968,0.008090199028170259,0.019790912615593452,reggae
5.829223,4.8960366,10.833311,24.715647,24.013376,4.585232,0.009010748332940938,0.009981860231054768,0.0279043884309776,reggae
11.265151,11.545537,11.668424,27.328918,26.40534,5.802314,0.026938959095458483,0.03316397069289968,0.026523265852661147,reggae
6.77305,7.1302233,12.776168,26.296726,24.996952,5.246562,0.005092051299934147,0.0062340487477946325,0.029460164905667687,reggae
12.593825,15.252136,14.2654705,28.911753,28.02768,6.714495,0.02186916897945481,0.029242223671040884,0.03155860642206416,reggae
10.714741,11.837198,11.590462,28.141918,27.544556,5.493264,0.029540853864172604,0.03550455387996943,0.03178536841840909,reggae
3.2107766,5.612046,12.354417,26.402925,26.363943,3.4001915,0.009959883407508478,0.018713543731068004,0.04004572821651236,reggae
7.5131345,7.6922398,12.060663,26.501947,25.42558,5.1465282,0.015262886152635826,0.015959559894986486,0.027768436065548574,reggae
7.7923017,9.658581,13.244481,27.406765,27.143671,5.317862,0.019010123950827264,0.02326563472149138,0.031174028280030328,reggae
2.411071,-0.047216415,14.075639,25.407887,24.094105,4.8025417,-0.0005702944623414736,0.002498161159797367,0.02260197102117753,reggae
-0.26521987,1.9436226,13.549957,26.079239,25.51266,3.8616438,-0.007227418432364142,0.00482126491399687,0.04193323944451326,reggae
8.481647,7.0798216,11.754809,24.982182,23.473825,5.9161158,0.0094476473902457,0.010829005506719383,0.0270909573914868,reggae
11.298947,12.236445,11.435674,26.669939,26.24931,5.1103907,0.011661000613923209,0.009957237513289533,0.035206647012266605,reggae
6.071141,8.575024,13.298573,26.717169,26.40126,4.158545,0.01012884446912293,0.013739877192545366,0.0333202825328441,reggae
6.373476,4.852655,14.480705,25.842056,24.124395,6.511895,-0.0026477959027053693,0.000670589362224764,0.032506668703599716,reggae
15.106874,17.09188,12.224716,29.317417,28.966091,6.294432,0.0037475240895840363,0.004207008901403742,0.026198407893873142,reggae
27.680304,28.875238,10.5653,37.98891,38.295258,7.4513755,0.03470366581834487,0.036947404387776196,0.015463383542440222,reggae
13.864605,15.344593,12.023823,29.76193,28.365849,5.990808,0.02704009923848035,0.03383820487160116,0.029554258223160042,reggae
13.56649,12.971831,11.745101,29.023357,27.543251,6.3554587,0.019569434795238982,0.025207045631279706,0.02754160556540261,reggae
11.220405,14.824281,15.437652,28.713127,28.078142,6.1190495,0.010189454780103007,0.01413186894773336,0.033033183386234684,reggae
